Station,Date and time,pH,DO ,EC,Temp
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 12:30,7.1,5.2,"27,828.40",32.4
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 13:00,7.1,5.1,"25,718.90",32.7
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 13:30,7.1,4.8,"23,474.40",32.9
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 14:00,7.1,4.4,"20,730.10",33.4
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 14:30,7.1,4.8,"17,708.60",33.7
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 15:00,7,4.9,"14,785.20",34.1
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 15:30,7,4.7,"12,066.40",34.6
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 16:00,7,4.8,"9,298.20",34.8
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 16:30,7,4.5,"6,372.20",34.9
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 17:00,7,4.0,"3,553.90",34.9
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 17:30,7,3.4,"2,125.70",34.6
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 18:00,7,3.3,"1,751.70",34.0
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 18:30,7,3.3,"1,518.50",33.4
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 19:00,7,3.0,"1,347.90",33.0
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 19:30,7,2.2,"1,292.50",32.8
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 20:00,7,2.0,"1,281.10",32.5
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 20:30,7,2.0,"1,268.40",32.3
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 21:00,7,2.0,"1,270.60",32.2
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 21:30,7,2.0,"1,226.30",31.9
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 22:00,7,2.0,"1,167.60",31.7
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 22:30,7,2.1,"1,129.80",31.5
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 23:00,7,2.4,"1,097.80",31.3
สถานีวัดแหลมใต้-บางปะกง,23/03/2563 23:30,7,2.4,"1,064.50",31.1
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 0:00,7,2.4,"1,017.50",30.8
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 0:30,7,2.4,996.6,30.6
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 1:00,7,2.5,970.5,30.4
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 1:30,7,2.4,943.2,30.1
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 2:00,7,2.5,889.9,29.9
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 2:30,7,2.6,845.6,29.7
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 3:00,7,2.6,805.8,29.5
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 3:30,7.1,2.5,789.5,29.3
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 4:00,7.1,2.4,777.3,29.2
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 4:30,7.1,2.4,765.2,29.0
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 5:00,7.1,2.4,751.4,28.8
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 5:30,7.1,2.5,733.8,28.7
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 6:00,7.1,2.7,717.0,28.5
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 6:30,7.1,2.9,700.7,28.4
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 7:00,7.1,2.9,680.7,28.4
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 7:30,7.1,2.6,657.0,28.5
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 8:00,7.1,2.4,605.3,28.8
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 8:30,7.1,2.3,557.1,29.2
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 9:00,7.1,3.7,518.6,29.8
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 9:30,7.1,3.6,487.9,30.4
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 10:00,7.1,3.8,457.0,30.9
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 10:30,7.1,3.6,443.5,31.4
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 11:00,7,3.7,448.6,31.8
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 11:30,7,3.6,451.1,32.1
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 12:00,7,3.5,435.7,32.4
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 12:30,7,3.4,434.1,32.8
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 13:00,7,3.4,420.1,33.2
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 13:30,7,3.4,388.5,33.4
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 14:00,7,3.3,389.6,33.9
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 14:30,7,3.4,417.3,34.3
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 15:00,7,3.4,423.9,34.7
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 15:30,7,3.4,486.0,35.1
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 16:00,7,3.3,546.9,35.3
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 16:30,7,3.3,614.7,35.4
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 17:00,7,3.2,669.4,35.4
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 17:30,7,3.0,654.1,35.0
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 18:00,7,3.4,651.5,34.4
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 18:30,7,2.0,701.8,33.9
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 19:00,7,2.9,693.3,33.3
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 19:30,7,2.6,705.0,32.8
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 20:00,7,2.9,775.5,32.5
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 20:30,7,3.0,738.4,32.2
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 21:00,7.1,3.3,688.9,31.8
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 21:30,7.1,3.3,687.7,31.6
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 22:00,7.1,3.3,699.9,31.3
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 22:30,7.1,3.4,701.5,31.0
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 23:00,7.1,3.4,704.5,30.8
สถานีวัดแหลมใต้-บางปะกง,24/03/2563 23:30,7.1,3.3,704.0,30.5
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 0:00,7.1,3.4,678.8,30.4
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 0:30,7.1,3.4,678.6,30.2
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 1:00,7.1,3.4,671.6,30.0
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 1:30,7.1,3.3,685.2,29.8
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 2:00,7.1,3.2,678.1,29.5
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 2:30,7.1,3.1,668.0,29.3
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 3:00,7.1,3.2,658.2,29.1
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 3:30,7.2,3.3,635.6,28.9
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 4:00,7.2,3.4,613.0,28.8
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 4:30,7.2,3.6,592.8,28.6
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 5:00,7.2,3.6,572.5,28.5
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 5:30,7.2,3.7,550.1,28.3
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 6:00,7.2,3.8,529.3,28.2
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 6:30,7.2,3.7,511.3,28.1
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 7:00,7.2,3.4,495.3,28.1
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 7:30,7.2,3.1,481.6,28.2
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 8:00,7.2,2.8,455.5,28.6
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 8:30,7.2,4.0,426.3,29.1
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 9:00,7.2,4.5,393.5,29.7
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 9:30,7.2,4.5,361.5,30.3
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 10:00,7.2,4.8,355.0,30.9
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 10:30,7.2,4.8,372.1,31.2
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 11:00,7.2,4.8,399.7,31.5
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 11:30,7.2,4.9,411.3,31.9
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 12:00,7.2,4.9,424.7,32.3
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 12:30,7.1,4.9,435.0,32.7
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 13:00,7.1,5.0,447.0,33.2
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 13:30,7.1,5.0,436.2,33.6
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 14:00,7.1,5.0,442.8,33.9
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 14:30,7.1,4.9,447.1,34.2
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 15:00,7.1,4.9,460.7,34.5
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 15:30,7.1,4.9,523.5,34.9
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 16:00,7.1,4.9,561.3,35.1
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 16:30,7.1,4.8,586.9,35.2
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 17:00,7.1,4.8,597.1,35.2
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 17:30,7.1,4.7,549.9,34.7
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 18:00,7.1,4.7,531.5,34.0
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 18:30,7.1,4.2,570.5,33.6
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 19:00,7.1,4.3,580.9,33.1
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 19:30,7.1,3.7,560.1,32.8
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 20:00,7.1,4.2,541.5,32.5
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 20:30,7.1,4.3,522.1,32.2
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 21:00,7.2,4.3,498.5,32.0
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 21:30,7.2,4.3,471.3,31.8
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 22:00,7.2,4.5,451.0,31.5
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 22:30,7.2,4.6,430.4,31.2
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 23:00,7.2,4.7,424.6,30.9
สถานีวัดแหลมใต้-บางปะกง,25/03/2563 23:30,7.2,4.6,416.8,30.7
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 0:00,7.2,4.6,408.9,30.5
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 0:30,7.2,4.6,402.0,30.3
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 1:00,7.2,4.6,400.1,30.1
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 1:30,7.2,4.5,395.0,29.9
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 2:00,7.2,4.5,393.2,29.6
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 2:30,7.2,4.7,385.2,29.4
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 3:00,7.2,4.8,381.2,29.2
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 3:30,7.3,4.8,373.5,29.0
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 4:00,7.3,4.8,362.7,28.8
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 4:30,7.3,4.9,350.2,28.6
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 5:00,7.3,4.9,342.8,28.5
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 5:30,7.3,4.9,334.0,28.3
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 6:00,7.3,5.0,326.3,28.2
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 6:30,7.3,5.1,317.0,28.0
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 7:00,7.3,5.0,313.8,28.0
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 7:30,7.3,4.6,313.3,28.2
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 8:00,7.3,3.8,303.3,28.7
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 8:30,7.3,5.2,289.8,29.3
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 9:00,7.3,5.8,270.3,30.1
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 9:30,7.3,5.9,263.8,30.8
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 10:00,7.3,5.8,278.7,31.4
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 10:30,7.3,5.8,304.1,31.9
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 11:00,7.3,5.9,327.6,32.3
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 11:30,7.3,5.9,328.5,32.6
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 12:00,7.3,5.9,331.1,32.9
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 12:30,7.3,5.7,311.4,33.2
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 13:00,7.3,5.7,314.6,33.4
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 13:30,7.3,5.8,284.9,33.7
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 14:00,7.3,5.8,284.0,34.0
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 14:30,7.3,5.8,259.9,34.4
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 15:00,7.2,5.8,249.4,34.8
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 15:30,7.2,5.8,259.9,35.4
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 16:00,7.2,5.7,316.3,35.8
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 16:30,7.2,5.7,382.6,36.1
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 17:00,7.2,5.6,480.9,36.2
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 17:30,7.2,5.6,436.5,35.7
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 18:00,7.2,5.7,408.9,34.8
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 18:30,7.2,4.9,436.5,34.1
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 19:00,7.2,5.1,473.3,33.5
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 19:30,7.2,4.4,508.4,33.1
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 20:00,7.3,4.9,513.3,32.8
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 20:30,7.3,4.9,482.0,32.5
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 21:00,7.3,5.0,447.0,32.2
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 21:30,7.3,5.0,407.2,32.0
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 22:00,7.3,4.9,376.6,31.7
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 22:30,7.3,5.0,343.1,31.4
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 23:00,7.3,5.1,341.6,31.2
สถานีวัดแหลมใต้-บางปะกง,26/03/2563 23:30,7.3,5.1,346.3,31.0
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 0:00,7.3,5.1,337.4,30.7
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 0:30,7.3,5.0,336.8,30.6
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 1:00,7.3,4.9,342.1,30.3
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 1:30,7.3,4.9,328.5,30.1
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 2:00,7.3,4.9,319.3,29.9
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 2:30,7.3,5.1,304.2,29.8
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 3:00,7.3,4.9,299.2,29.6
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 3:30,7.3,5.2,298.3,29.4
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 4:00,7.4,5.0,298.4,29.2
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 4:30,7.4,5.1,287.0,29.1
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 5:00,7.4,5.2,283.5,28.9
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 5:30,7.4,5.1,274.4,28.8
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 6:00,7.4,5.1,268.7,28.6
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 6:30,7.4,5.1,262.5,28.5
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 7:00,7.4,5.0,256.8,28.5
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 7:30,7.4,4.0,254.5,28.8
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 8:00,7.4,3.8,244.4,29.3
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 8:30,7.4,5.6,232.1,30.0
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 9:00,7.3,5.9,227.7,30.8
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 9:30,7.3,6.0,243.7,31.6
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 10:00,7.3,5.9,269.1,32.2
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 10:30,7.3,5.9,279.5,32.6
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 11:00,7.3,5.9,273.8,33.0
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 11:30,7.3,5.8,234.8,33.1
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 12:00,7.3,5.8,186.4,33.3
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 12:30,7.3,5.8,156.5,33.6
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 13:00,7.3,5.8,116.5,33.8
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 13:30,7.3,5.7,80.1,34.1
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 14:00,7.3,5.6,39.7,34.4
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 14:30,7.3,5.7,0.0,34.7
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 15:00,7.3,5.7,0.0,35.2
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 15:30,7.3,5.7,0.0,35.7
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 16:00,7.3,5.6,0.0,36.4
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 16:30,7.2,5.5,0.0,37.0
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 17:00,7.2,5.5,1.1,37.3
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 17:30,7.2,5.5,68.7,36.9
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 18:00,7.2,5.5,95.8,35.8
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 18:30,7.2,5.5,146.0,34.8
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 19:00,7.3,3.1,240.6,34.0
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 19:30,7.3,4.1,357.8,33.6
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 20:00,7.3,3.9,403.6,33.3
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 20:30,7.3,4.6,434.6,33.0
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 21:00,7.3,4.3,458.6,32.8
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 21:30,7.3,4.6,432.8,32.4
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 22:00,7.3,4.7,417.7,32.1
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 22:30,7.3,4.8,397.5,31.8
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 23:00,7.3,4.8,379.1,31.5
สถานีวัดแหลมใต้-บางปะกง,27/03/2563 23:30,7.3,4.7,378.2,31.2
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 0:00,7.3,4.5,380.6,31.0
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 0:30,7.3,4.4,391.4,30.8
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 1:00,7.3,4.2,398.8,30.6
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 1:30,7.3,4.2,392.1,30.3
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 2:00,7.3,4.1,388.0,30.1
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 2:30,7.3,4.0,387.2,30.0
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 3:00,7.3,3.7,387.0,29.7
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 3:30,7.3,3.7,379.5,29.6
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 4:00,7.4,3.6,369.8,29.3
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 4:30,7.4,3.6,356.7,29.1
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 5:00,7.4,3.5,341.4,28.9
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 5:30,7.4,3.5,326.4,28.8
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 6:00,7.4,3.7,313.5,28.6
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 6:30,7.4,3.7,307.0,28.6
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 7:00,7.4,3.2,296.4,28.6
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 7:30,7.4,4.2,294.9,28.9
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 8:00,7.4,3.9,286.1,29.4
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 8:30,7.3,4.4,280.3,30.1
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 9:00,7.3,5.4,284.4,30.9
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 9:30,7.3,5.5,323.3,31.9
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 10:00,7.3,5.4,355.5,32.7
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 10:30,7.3,5.3,363.5,33.4
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 11:00,7.3,5.4,322.4,33.9
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 11:30,7.3,5.3,237.7,34.4
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 12:00,7.3,5.2,86.6,34.8
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 12:30,7.3,5.3,0.0,35.1
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 13:00,7.2,5.2,0.0,35.5
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 13:30,7.2,5.1,0.0,35.9
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 14:00,7.2,5.0,0.0,36.4
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 14:30,7.2,5.0,0.0,36.8
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 15:00,7.2,4.9,0.0,37.3
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 15:30,7.2,4.8,0.0,37.7
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 16:00,7.2,4.8,0.0,37.9
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 16:30,7.2,4.8,0.0,37.7
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 17:00,7.2,4.8,0.0,37.4
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 17:30,7.2,4.7,0.0,36.8
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 18:00,7.2,4.8,0.0,36.0
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 18:30,7.2,4.8,0.0,35.2
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 19:00,7.2,4.4,0.0,34.5
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 19:30,7.2,2.6,0.0,34.0
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 20:00,7.2,2.5,11.5,33.5
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 20:30,7.2,3.0,97.1,33.3
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 21:00,7.2,2.8,150.3,32.9
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 21:30,7.3,2.9,179.5,32.6
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 22:00,7.3,3.7,131.4,32.0
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 22:30,7.3,3.2,132.9,31.7
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 23:00,7.3,3.9,128.3,31.3
สถานีวัดแหลมใต้-บางปะกง,28/03/2563 23:30,7.3,3.8,140.5,31.0
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 0:00,7.3,3.6,165.4,30.7
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 0:30,7.3,3.5,190.2,30.5
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 1:00,7.3,3.4,211.4,30.3
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 1:30,7.3,3.2,221.9,30.1
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 2:00,7.3,3.3,228.6,29.9
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 2:30,7.3,3.0,223.5,29.7
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 3:00,7.3,2.9,218.6,29.4
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 3:30,7.3,3.2,210.9,29.2
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 4:00,7.3,3.4,208.0,29.0
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 4:30,7.3,3.4,205.1,28.8
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 5:00,7.3,3.3,200.0,28.6
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 5:30,7.3,3.1,194.7,28.6
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 6:00,7.3,3.1,189.2,28.4
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 6:30,7.3,2.9,182.0,28.4
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 7:00,7.3,2.3,171.5,28.5
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 7:30,7.3,2.2,167.8,28.8
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 8:00,7.3,3.0,160.1,29.4
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 8:30,7.3,3.3,147.6,30.1
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 9:00,7.3,4.3,119.1,31.0
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 9:30,7.3,4.8,109.0,32.0
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 10:00,7.2,5.0,86.2,32.9
สถานีวัดแหลมใต้-บางปะกง,29/03/2563 10:30,7.2,4.8,37.6,33.6
